,Age,Gender,Department,Designation,MonthlySalary,YearsWithCompany,YearsInRole,AppraisalRating,TrainingHours,DoesOvertime,JobSatisfaction,WorkLifeBalance,DistanceFromHome,LeavesTaken,LeftCompany,DistanceGroup,SalaryGroup,TrainingGroup
4475,60,Other,HR,HR Executive,26401,1,1,5,11,1,5,1,42.2,19,1,30+km,15K-30K,11-15
4476,60,Male,HR,HR Executive,41545,4,3,5,60,0,1,1,21.0,23,0,15–30 km,41K-50K,56-60
4477,25,Other,IT,Software Engineer,99988,2,2,5,42,1,3,4,13.5,4,0,5–15 km,91K-100K,41-45
4478,53,Other,Sales,Sales Associate,118399,2,0,1,6,0,5,3,19.7,8,0,15–30 km,111K-120K,6-10
4479,25,Female,IT,Software Engineer,45676,8,7,5,43,0,5,4,32.1,5,0,30+km,41K-50K,41-45
4480,46,Other,Admin,Office Assistant,60275,6,3,2,25,0,3,1,32.3,26,0,30+km,61K-70K,21-25
4481,45,Female,Accounts,Accounts Officer,31754,1,0,4,47,0,4,4,23.6,27,0,15–30 km,31K-40K,46-50
4482,31,Other,Admin,Office Assistant,40925,5,5,3,14,1,3,1,33.9,21,1,30+km,41K-50K,11-15
4483,32,Female,Accounts,Accounts Officer,108444,3,3,5,5,0,4,4,45.2,21,0,30+km,101K-110K,0-5
4484,53,Female,Accounts,Accounts Officer,119062,8,2,2,8,1,5,3,21.1,3,0,15–30 km,111K-120K,6-10
4485,41,Other,Sales,Sales Associate,66036,5,2,4,25,0,4,4,21.7,8,0,15–30 km,61K-70K,21-25
4486,39,Female,Admin,Office Assistant,18610,6,6,3,40,0,4,4,15.8,12,0,15–30 km,15K-30K,36-40
4487,22,Male,Accounts,Accounts Officer,65314,3,0,4,22,1,1,1,37.1,6,1,30+km,61K-70K,21-25
4488,43,Female,HR,HR Executive,103528,9,3,3,41,1,4,1,33.6,16,1,30+km,101K-110K,41-45
4489,33,Female,Accounts,Accounts Officer,38508,10,8,5,40,0,3,3,11.9,11,0,5–15 km,31K-40K,36-40
4490,46,Female,Accounts,Accounts Officer,104877,6,5,3,29,1,4,3,29.4,7,1,15–30 km,101K-110K,26-30
4491,35,Female,Accounts,Accounts Officer,116814,3,1,2,45,0,4,1,9.0,15,0,5–15 km,111K-120K,41-45
4492,30,Other,Sales,Sales Associate,49587,5,4,3,44,1,1,1,33.0,20,1,30+km,41K-50K,41-45
4493,58,Other,HR,HR Executive,23654,4,3,2,14,0,1,3,32.4,19,1,30+km,15K-30K,11-15
4494,36,Other,IT,Software Engineer,91367,2,2,4,58,0,2,2,1.7,20,0,0–5 km,91K-100K,56-60
4495,23,Other,IT,Software Engineer,17405,7,2,3,6,0,2,1,49.1,29,0,30+km,15K-30K,6-10
4496,59,Female,Sales,Sales Associate,109927,7,2,5,2,0,3,4,30.3,29,0,30+km,101K-110K,0-5
4497,49,Female,Sales,Sales Associate,18044,6,4,1,6,1,2,1,5.5,27,0,5–15 km,15K-30K,6-10
4498,33,Other,IT,Software Engineer,85210,2,2,2,53,1,4,3,17.5,10,1,15–30 km,81K-90K,51-55
4499,34,Other,Admin,Office Assistant,74829,8,5,3,4,1,4,1,26.6,27,1,15–30 km,71K-80K,0-5
4500,54,Male,HR,HR Executive,70563,4,2,4,59,1,5,2,29.4,17,0,15–30 km,71K-80K,56-60
4501,51,Other,Sales,Sales Associate,63692,3,0,1,37,1,2,2,11.9,29,1,5–15 km,61K-70K,36-40
4502,44,Other,IT,Software Engineer,65391,9,2,3,28,0,3,3,28.4,22,0,15–30 km,61K-70K,26-30
4503,48,Other,IT,Software Engineer,32542,5,5,5,57,1,4,2,26.7,1,0,15–30 km,31K-40K,56-60
4504,57,Male,Admin,Office Assistant,59954,8,4,3,22,0,3,1,20.4,10,0,15–30 km,51K-60K,21-25
4505,33,Female,Sales,Sales Associate,92565,6,2,5,14,0,3,2,32.7,7,0,30+km,91K-100K,11-15
4506,34,Male,Accounts,Accounts Officer,98628,3,0,4,1,1,4,1,45.5,3,0,30+km,91K-100K,0-5
4507,28,Female,Sales,Sales Associate,93407,3,0,3,21,1,1,2,39.0,25,0,30+km,91K-100K,21-25
4508,23,Female,IT,Software Engineer,95015,9,0,2,15,0,4,2,44.3,18,0,30+km,91K-100K,11-15
4509,44,Male,IT,Software Engineer,82653,9,5,5,32,1,5,2,30.9,8,1,30+km,81K-90K,31-35
4510,49,Female,Accounts,Accounts Officer,116275,8,8,1,41,0,5,1,42.4,19,0,30+km,111K-120K,41-45
4511,42,Female,IT,Software Engineer,46521,10,6,5,6,0,3,1,38.2,13,1,30+km,41K-50K,6-10
4512,53,Female,Admin,Office Assistant,45944,7,6,3,40,1,1,4,34.7,1,0,30+km,41K-50K,36-40
4513,47,Other,IT,Software Engineer,18345,8,8,5,57,1,4,4,17.9,22,0,15–30 km,15K-30K,56-60
4514,36,Female,HR,HR Executive,37362,9,3,4,46,1,3,1,50.0,23,1,30+km,31K-40K,46-50
4515,40,Female,HR,HR Executive,56132,6,5,1,14,1,5,2,2.2,19,0,0–5 km,51K-60K,11-15
4516,46,Female,HR,HR Executive,39238,2,2,5,27,1,5,2,40.0,30,1,30+km,31K-40K,26-30
4517,56,Other,IT,Software Engineer,115328,6,5,4,46,1,1,2,20.8,18,0,15–30 km,111K-120K,46-50
4518,49,Female,Admin,Office Assistant,83654,6,2,1,22,0,2,4,45.6,26,1,30+km,81K-90K,21-25
4519,58,Female,IT,Software Engineer,86931,5,4,2,44,0,4,4,7.9,8,1,5–15 km,81K-90K,41-45
4520,27,Other,Sales,Sales Associate,45167,4,1,4,17,0,1,3,12.9,12,1,5–15 km,41K-50K,16-20
4521,38,Female,Sales,Sales Associate,18703,10,10,2,4,0,3,1,43.9,10,0,30+km,15K-30K,0-5
4522,50,Other,IT,Software Engineer,81433,4,2,1,6,1,1,2,17.5,16,1,15–30 km,81K-90K,6-10
4523,41,Female,Admin,Office Assistant,67129,5,5,1,13,0,2,3,11.1,26,0,5–15 km,61K-70K,11-15
4524,28,Other,HR,HR Executive,47471,2,0,2,23,0,2,1,32.5,20,1,30+km,41K-50K,21-25
4525,51,Male,Admin,Office Assistant,88230,7,6,5,43,1,3,1,20.5,23,1,15–30 km,81K-90K,41-45
4526,54,Female,Admin,Office Assistant,96617,6,4,3,10,1,3,4,25.4,10,0,15–30 km,91K-100K,6-10
4527,55,Male,Accounts,Accounts Officer,56446,5,5,2,30,0,1,1,24.3,22,1,15–30 km,51K-60K,26-30
4528,56,Female,Accounts,Accounts Officer,106380,7,6,2,6,1,2,1,12.4,1,1,5–15 km,101K-110K,6-10
4529,46,Female,HR,HR Executive,41580,3,2,3,53,0,4,1,29.9,18,1,15–30 km,41K-50K,51-55
4530,42,Male,HR,HR Executive,86373,5,1,2,40,1,3,2,39.4,19,0,30+km,81K-90K,36-40
4531,23,Female,Sales,Sales Associate,38937,9,1,2,12,0,2,4,6.8,3,1,5–15 km,31K-40K,11-15
4532,49,Female,Admin,Office Assistant,113488,1,0,1,13,1,2,1,31.5,26,1,30+km,111K-120K,11-15
4533,42,Male,IT,Software Engineer,29086,9,7,4,20,0,1,4,22.2,10,0,15–30 km,15K-30K,16-20
4534,48,Female,Admin,Office Assistant,38642,3,1,4,57,1,3,3,47.9,1,0,30+km,31K-40K,56-60
4535,30,Female,IT,Software Engineer,95083,5,1,2,5,1,3,4,4.8,30,0,0–5 km,91K-100K,0-5
4536,45,Other,Admin,Office Assistant,72576,8,7,2,17,1,1,1,28.2,10,1,15–30 km,71K-80K,16-20
4537,56,Other,Admin,Office Assistant,19129,5,2,4,59,0,3,1,25.4,14,0,15–30 km,15K-30K,56-60
4538,54,Male,HR,HR Executive,88295,6,6,5,0,0,2,3,32.9,6,1,30+km,81K-90K,0-5
4539,28,Other,Admin,Office Assistant,112400,10,8,5,30,0,2,2,49.7,25,1,30+km,111K-120K,26-30
4540,35,Male,Accounts,Accounts Officer,79437,3,3,1,18,1,5,2,41.9,22,0,30+km,71K-80K,16-20
4541,42,Other,Accounts,Accounts Officer,53537,7,1,2,16,1,4,3,41.8,26,0,30+km,51K-60K,16-20
4542,48,Female,Accounts,Accounts Officer,92313,5,0,4,32,1,3,3,36.9,27,0,30+km,91K-100K,31-35
4543,48,Other,Accounts,Accounts Officer,76321,3,2,4,46,0,2,1,44.5,19,0,30+km,71K-80K,46-50
4544,38,Female,HR,HR Executive,65212,8,0,1,9,1,1,2,20.2,1,1,15–30 km,61K-70K,6-10
4545,34,Female,Sales,Sales Associate,115994,8,0,1,34,1,3,4,4.8,7,0,0–5 km,111K-120K,31-35
4546,34,Other,Sales,Sales Associate,52171,2,0,1,39,1,3,3,31.3,19,0,30+km,51K-60K,36-40
4547,55,Female,Sales,Sales Associate,37362,5,2,3,59,0,3,1,32.2,11,0,30+km,31K-40K,56-60
4548,38,Other,Admin,Office Assistant,85854,7,6,1,17,0,5,1,1.3,27,0,0–5 km,81K-90K,16-20
4549,41,Other,Sales,Sales Associate,21819,8,0,1,11,0,1,2,44.4,16,0,30+km,15K-30K,11-15
4550,48,Other,Admin,Office Assistant,45602,2,2,5,25,1,4,1,48.8,9,1,30+km,41K-50K,21-25
4551,26,Other,IT,Software Engineer,101497,8,2,2,17,1,2,4,42.8,12,1,30+km,101K-110K,16-20
4552,38,Female,Admin,Office Assistant,28618,3,2,2,25,1,4,4,8.1,9,0,5–15 km,15K-30K,21-25
4553,29,Female,Sales,Sales Associate,61587,9,4,4,34,1,2,2,3.9,2,0,0–5 km,61K-70K,31-35
4554,60,Other,Accounts,Accounts Officer,101789,6,6,4,14,0,2,2,27.0,10,0,15–30 km,101K-110K,11-15
4555,56,Male,Sales,Sales Associate,58204,5,4,2,10,1,5,4,34.7,18,1,30+km,51K-60K,6-10
4556,31,Female,HR,HR Executive,75130,8,2,3,46,0,2,4,21.9,8,0,15–30 km,71K-80K,46-50
4557,56,Male,IT,Software Engineer,108256,3,2,3,3,1,5,4,44.3,11,1,30+km,101K-110K,0-5
4558,24,Other,Admin,Office Assistant,57097,9,5,1,2,0,1,4,47.9,1,1,30+km,51K-60K,0-5
4559,22,Other,Accounts,Accounts Officer,71372,2,2,2,35,1,3,2,26.7,21,0,15–30 km,71K-80K,31-35
4560,51,Other,Sales,Sales Associate,80003,10,10,3,27,1,3,3,6.3,27,0,5–15 km,81K-90K,26-30
4561,42,Male,Accounts,Accounts Officer,101402,5,2,5,7,1,1,1,15.3,14,1,15–30 km,101K-110K,6-10
4562,31,Other,IT,Software Engineer,85929,2,0,5,12,0,5,4,24.3,26,0,15–30 km,81K-90K,11-15
4563,22,Other,HR,HR Executive,77084,5,5,4,48,0,3,4,49.7,24,0,30+km,71K-80K,46-50
4564,42,Female,HR,HR Executive,75050,7,3,3,51,0,3,2,45.3,27,0,30+km,71K-80K,51-55
4565,43,Other,Admin,Office Assistant,72746,5,0,5,51,0,2,2,21.2,18,0,15–30 km,71K-80K,51-55
4566,24,Male,Accounts,Accounts Officer,60587,2,2,2,40,1,4,4,4.9,6,0,0–5 km,61K-70K,36-40
4567,60,Male,IT,Software Engineer,41692,7,6,2,31,0,2,1,27.0,17,1,15–30 km,41K-50K,31-35
4568,54,Other,HR,HR Executive,109928,5,3,3,19,0,1,2,26.3,25,1,15–30 km,101K-110K,16-20
4569,51,Female,Accounts,Accounts Officer,38964,1,1,4,29,1,4,1,8.0,8,1,5–15 km,31K-40K,26-30
4570,29,Other,IT,Software Engineer,100257,4,0,3,18,0,5,1,22.2,19,0,15–30 km,101K-110K,16-20
4571,60,Other,Accounts,Accounts Officer,101620,9,6,1,59,1,5,4,13.8,3,0,5–15 km,101K-110K,56-60
4572,39,Female,HR,HR Executive,35467,5,1,5,47,1,3,2,49.0,1,1,30+km,31K-40K,46-50
4573,24,Female,HR,HR Executive,108102,6,5,2,50,1,2,4,10.3,21,1,5–15 km,101K-110K,46-50
4574,49,Other,Admin,Office Assistant,97096,3,3,2,5,0,2,1,49.8,11,1,30+km,91K-100K,0-5
4575,49,Male,Admin,Office Assistant,49949,8,2,5,21,1,5,4,18.4,25,0,15–30 km,41K-50K,21-25
4576,58,Male,Sales,Sales Associate,83802,5,0,3,60,1,5,3,29.3,4,1,15–30 km,81K-90K,56-60
4577,40,Male,IT,Software Engineer,108234,6,6,4,31,0,5,3,16.4,26,1,15–30 km,101K-110K,31-35
4578,37,Other,Sales,Sales Associate,60325,5,2,1,34,0,3,1,10.9,27,1,5–15 km,61K-70K,31-35
4579,38,Other,IT,Software Engineer,96729,9,3,5,23,0,3,3,45.3,4,0,30+km,91K-100K,21-25
4580,31,Female,IT,Software Engineer,111998,7,6,5,12,0,4,2,8.3,20,0,5–15 km,111K-120K,11-15
4581,53,Male,IT,Software Engineer,114157,2,2,4,27,1,4,4,38.4,17,0,30+km,111K-120K,26-30
4582,53,Other,IT,Software Engineer,77493,8,1,2,53,0,2,1,36.6,5,1,30+km,71K-80K,51-55
4583,49,Male,HR,HR Executive,67715,5,1,1,36,1,2,1,48.8,29,1,30+km,61K-70K,36-40
4584,51,Other,IT,Software Engineer,102051,9,7,3,3,0,4,2,48.6,14,1,30+km,101K-110K,0-5
4585,59,Male,Admin,Office Assistant,28699,9,1,4,49,1,4,3,15.4,19,0,15–30 km,15K-30K,46-50
4586,51,Male,HR,HR Executive,41827,4,4,5,17,0,1,4,1.4,5,1,0–5 km,41K-50K,16-20
4587,28,Other,Accounts,Accounts Officer,74868,3,0,1,0,1,3,4,32.5,28,0,30+km,71K-80K,0-5
4588,34,Female,HR,HR Executive,17040,4,2,2,21,0,3,1,48.7,30,0,30+km,15K-30K,21-25
4589,59,Female,IT,Software Engineer,31065,8,2,4,47,0,2,3,6.8,28,1,5–15 km,31K-40K,46-50
4590,59,Female,Admin,Office Assistant,64320,4,0,1,39,0,1,4,2.4,17,1,0–5 km,61K-70K,36-40
4591,35,Female,Accounts,Accounts Officer,53379,7,2,3,5,1,1,2,49.8,26,0,30+km,51K-60K,0-5
4592,39,Male,Sales,Sales Associate,83735,4,1,5,4,0,5,4,19.9,0,1,15–30 km,81K-90K,0-5
4593,44,Female,Accounts,Accounts Officer,97181,9,0,4,37,1,5,2,31.2,10,0,30+km,91K-100K,36-40
4594,25,Female,IT,Software Engineer,95949,6,0,2,18,1,2,3,18.1,19,0,15–30 km,91K-100K,16-20
4595,45,Female,Admin,Office Assistant,47884,3,3,4,2,0,1,2,40.3,15,0,30+km,41K-50K,0-5
4596,50,Other,Accounts,Accounts Officer,50788,7,7,1,50,1,5,4,37.8,6,1,30+km,51K-60K,46-50
4597,41,Male,Admin,Office Assistant,100429,2,2,1,2,0,1,3,45.9,21,1,30+km,101K-110K,0-5
4598,39,Other,Accounts,Accounts Officer,88924,8,1,4,38,0,1,1,35.9,25,0,30+km,81K-90K,36-40
4599,39,Female,Sales,Sales Associate,99500,7,6,3,19,1,1,1,48.5,10,1,30+km,91K-100K,16-20
4600,23,Female,Accounts,Accounts Officer,101568,8,3,4,44,0,5,4,1.7,4,0,0–5 km,101K-110K,41-45
4601,38,Other,Sales,Sales Associate,50474,2,2,4,21,1,1,4,6.2,4,0,5–15 km,51K-60K,21-25
4602,56,Female,Accounts,Accounts Officer,108894,6,3,2,56,1,5,2,15.1,20,1,15–30 km,101K-110K,56-60
4603,60,Male,IT,Software Engineer,42735,9,9,1,41,1,2,1,12.8,1,0,5–15 km,41K-50K,41-45
4604,45,Male,IT,Software Engineer,42896,2,0,5,58,1,2,2,6.9,7,1,5–15 km,41K-50K,56-60
4605,41,Other,Accounts,Accounts Officer,35070,7,4,2,12,0,2,1,41.3,8,1,30+km,31K-40K,11-15
4606,46,Other,HR,HR Executive,80372,4,4,5,7,0,1,2,2.6,27,0,0–5 km,81K-90K,6-10
4607,32,Female,Admin,Office Assistant,106853,3,0,2,56,0,1,3,47.3,9,1,30+km,101K-110K,56-60
4608,51,Other,Admin,Office Assistant,45843,2,1,2,8,0,5,2,42.6,1,0,30+km,41K-50K,6-10
4609,43,Female,Sales,Sales Associate,62765,6,1,2,44,1,1,4,20.2,21,1,15–30 km,61K-70K,41-45
4610,28,Male,IT,Software Engineer,41547,7,5,3,4,0,2,3,8.8,2,0,5–15 km,41K-50K,0-5
4611,54,Male,Admin,Office Assistant,88120,2,2,1,43,0,5,3,20.3,14,0,15–30 km,81K-90K,41-45
4612,38,Other,Admin,Office Assistant,110910,4,4,1,35,1,3,1,47.4,30,0,30+km,111K-120K,31-35
4613,29,Female,Sales,Sales Associate,43250,6,4,5,20,1,2,2,12.6,25,0,5–15 km,41K-50K,16-20
4614,41,Female,Sales,Sales Associate,89038,2,0,4,30,1,2,2,26.8,20,0,15–30 km,81K-90K,26-30
4615,41,Female,Sales,Sales Associate,107968,3,3,1,12,1,5,1,7.2,20,0,5–15 km,101K-110K,11-15
4616,24,Male,Admin,Office Assistant,21159,3,2,5,31,0,1,3,4.3,9,1,0–5 km,15K-30K,31-35
4617,60,Male,IT,Software Engineer,57598,10,2,5,20,0,1,2,39.5,26,1,30+km,51K-60K,16-20
4618,38,Other,HR,HR Executive,111164,7,0,2,41,0,3,4,32.5,15,0,30+km,111K-120K,41-45
4619,39,Other,Sales,Sales Associate,20481,2,2,1,21,0,4,4,9.4,0,0,5–15 km,15K-30K,21-25
4620,26,Female,HR,HR Executive,15622,6,0,3,10,1,2,3,37.1,22,0,30+km,15K-30K,6-10
4621,40,Other,HR,HR Executive,112060,3,1,3,33,1,3,4,37.6,14,0,30+km,111K-120K,31-35
4622,41,Other,Accounts,Accounts Officer,82096,6,1,2,34,1,3,2,25.2,19,0,15–30 km,81K-90K,31-35
4623,24,Other,Accounts,Accounts Officer,96143,3,0,2,35,1,4,3,31.1,18,0,30+km,91K-100K,31-35
4624,46,Other,IT,Software Engineer,49790,10,10,4,45,0,2,4,27.6,27,0,15–30 km,41K-50K,41-45
4625,31,Other,Sales,Sales Associate,89944,9,4,5,11,0,4,2,15.0,28,0,5–15 km,81K-90K,11-15
4626,33,Male,Sales,Sales Associate,113319,6,0,2,19,0,3,3,43.0,3,0,30+km,111K-120K,16-20
4627,49,Male,Accounts,Accounts Officer,114860,4,2,5,37,0,3,4,9.1,2,0,5–15 km,111K-120K,36-40
4628,37,Other,Admin,Office Assistant,87207,9,0,2,9,0,5,2,35.1,21,0,30+km,81K-90K,6-10
4629,22,Other,IT,Software Engineer,49673,5,2,3,42,0,4,2,24.2,0,0,15–30 km,41K-50K,41-45
4630,26,Female,Admin,Office Assistant,119562,1,1,5,59,0,1,1,19.5,24,0,15–30 km,111K-120K,56-60
4631,40,Female,HR,HR Executive,118874,5,4,4,18,0,2,3,40.1,9,0,30+km,111K-120K,16-20
4632,45,Male,Sales,Sales Associate,76011,9,1,5,26,0,4,1,16.1,7,0,15–30 km,71K-80K,26-30
4633,48,Other,Admin,Office Assistant,19717,9,4,3,39,0,1,4,35.9,28,0,30+km,15K-30K,36-40
4634,50,Male,Accounts,Accounts Officer,45821,7,0,1,41,0,5,3,15.8,30,1,15–30 km,41K-50K,41-45
4635,40,Female,IT,Software Engineer,97295,3,1,5,41,0,5,2,1.8,16,1,0–5 km,91K-100K,41-45
4636,54,Female,IT,Software Engineer,89989,2,0,4,10,0,2,1,44.6,10,0,30+km,81K-90K,6-10
4637,35,Male,Sales,Sales Associate,64567,3,3,3,38,0,1,1,30.6,14,0,30+km,61K-70K,36-40
4638,51,Female,Admin,Office Assistant,62971,6,3,3,35,1,4,4,41.7,18,0,30+km,61K-70K,31-35
4639,51,Male,Admin,Office Assistant,71709,7,0,1,10,1,1,4,8.7,16,1,5–15 km,71K-80K,6-10
4640,47,Female,Admin,Office Assistant,65073,9,2,3,23,1,3,2,35.7,20,0,30+km,61K-70K,21-25
4641,41,Male,IT,Software Engineer,97907,7,4,4,18,0,2,3,36.3,25,0,30+km,91K-100K,16-20
4642,25,Male,Accounts,Accounts Officer,52557,5,2,4,3,0,4,4,49.9,24,1,30+km,51K-60K,0-5
4643,55,Female,Admin,Office Assistant,81001,6,5,1,11,0,2,2,41.9,13,1,30+km,81K-90K,11-15
4644,24,Male,HR,HR Executive,30173,5,4,3,16,0,4,3,8.0,19,0,5–15 km,31K-40K,16-20
4645,49,Male,Sales,Sales Associate,92405,4,1,4,2,1,1,2,25.8,19,1,15–30 km,91K-100K,0-5
4646,60,Other,Admin,Office Assistant,110641,2,0,2,13,1,1,4,49.9,12,0,30+km,111K-120K,11-15
4647,57,Female,IT,Software Engineer,79994,6,0,3,22,1,4,2,3.5,11,0,0–5 km,71K-80K,21-25
4648,56,Other,Sales,Sales Associate,118340,5,4,4,45,0,3,4,49.6,12,0,30+km,111K-120K,41-45
4649,34,Other,HR,HR Executive,70757,9,4,5,43,0,1,2,13.8,6,0,5–15 km,71K-80K,41-45
4650,30,Other,Admin,Office Assistant,79720,8,7,1,45,1,5,4,27.9,8,0,15–30 km,71K-80K,41-45
4651,41,Female,Sales,Sales Associate,59128,1,1,4,9,1,2,4,49.2,4,0,30+km,51K-60K,6-10
4652,40,Female,Accounts,Accounts Officer,55725,6,5,3,27,1,2,4,47.5,7,1,30+km,51K-60K,26-30
4653,30,Female,IT,Software Engineer,36338,8,8,2,43,1,4,3,19.4,14,0,15–30 km,31K-40K,41-45
4654,58,Male,Accounts,Accounts Officer,80394,5,2,2,57,1,4,1,4.2,7,1,0–5 km,81K-90K,56-60
4655,33,Male,Accounts,Accounts Officer,37438,4,0,3,11,0,4,3,44.3,27,0,30+km,31K-40K,11-15
4656,23,Female,HR,HR Executive,95353,2,2,5,36,1,3,3,28.4,6,0,15–30 km,91K-100K,36-40
4657,48,Male,IT,Software Engineer,103604,7,2,3,22,1,2,4,32.9,14,0,30+km,101K-110K,21-25
4658,34,Other,Accounts,Accounts Officer,88051,10,5,4,54,1,1,1,5.6,27,1,5–15 km,81K-90K,51-55
4659,29,Female,HR,HR Executive,52422,9,5,5,18,1,2,3,5.7,22,0,5–15 km,51K-60K,16-20
4660,24,Female,Admin,Office Assistant,49198,6,6,1,24,0,1,3,3.1,10,1,0–5 km,41K-50K,21-25
4661,49,Male,Accounts,Accounts Officer,98617,2,2,2,35,0,3,1,4.7,24,0,0–5 km,91K-100K,31-35
4662,55,Male,IT,Software Engineer,29339,7,3,1,24,0,3,3,28.8,30,0,15–30 km,15K-30K,21-25
4663,50,Other,Sales,Sales Associate,76044,4,3,1,33,1,1,4,14.6,0,1,5–15 km,71K-80K,31-35
4664,54,Other,Admin,Office Assistant,60609,3,1,3,20,0,1,2,5.5,7,0,5–15 km,61K-70K,16-20
4665,56,Male,Admin,Office Assistant,30003,9,3,5,7,1,1,2,29.0,9,0,15–30 km,31K-40K,6-10
4666,56,Female,Sales,Sales Associate,85871,5,4,3,41,1,5,1,31.4,7,0,30+km,81K-90K,41-45
4667,48,Other,Sales,Sales Associate,102384,6,1,4,30,0,4,2,26.5,29,0,15–30 km,101K-110K,26-30
4668,44,Female,Accounts,Accounts Officer,18475,4,1,4,14,0,2,3,49.7,1,0,30+km,15K-30K,11-15
4669,51,Female,Admin,Office Assistant,25549,4,2,4,22,0,1,4,19.7,19,0,15–30 km,15K-30K,21-25
4670,32,Male,Admin,Office Assistant,54882,7,4,5,8,1,3,3,8.6,26,0,5–15 km,51K-60K,6-10
4671,51,Female,IT,Software Engineer,116002,7,6,3,49,0,5,1,22.2,16,0,15–30 km,111K-120K,46-50
4672,41,Female,Accounts,Accounts Officer,49942,8,3,2,59,0,4,3,32.3,21,1,30+km,41K-50K,56-60
4673,43,Male,Sales,Sales Associate,108505,6,2,4,38,1,3,1,37.0,9,0,30+km,101K-110K,36-40
4674,42,Female,HR,HR Executive,104511,8,2,3,3,1,5,4,28.1,2,0,15–30 km,101K-110K,0-5
4675,36,Other,IT,Software Engineer,95473,5,1,3,11,0,5,3,17.0,14,0,15–30 km,91K-100K,11-15
4676,25,Female,Accounts,Accounts Officer,103156,8,6,5,55,1,1,4,4.1,10,0,0–5 km,101K-110K,51-55
4677,50,Other,Accounts,Accounts Officer,18035,2,0,4,29,0,3,3,3.2,26,0,0–5 km,15K-30K,26-30
4678,25,Female,HR,HR Executive,93193,8,3,3,25,1,2,2,28.5,24,0,15–30 km,91K-100K,21-25
4679,35,Male,Accounts,Accounts Officer,44176,3,2,3,22,0,5,1,35.6,0,0,30+km,41K-50K,21-25
4680,52,Male,IT,Software Engineer,28436,5,0,1,58,1,2,1,27.0,13,1,15–30 km,15K-30K,56-60
4681,24,Other,Accounts,Accounts Officer,60807,2,1,5,14,1,4,1,21.3,11,1,15–30 km,61K-70K,11-15
4682,60,Male,Accounts,Accounts Officer,69166,3,0,2,22,0,2,1,30.5,12,1,30+km,61K-70K,21-25
4683,46,Female,Sales,Sales Associate,81568,9,1,5,15,1,4,4,43.6,27,1,30+km,81K-90K,11-15
4684,37,Female,Sales,Sales Associate,65596,7,3,5,28,1,2,4,43.9,7,0,30+km,61K-70K,26-30
4685,58,Other,Admin,Office Assistant,52578,8,6,5,46,0,2,2,44.8,1,1,30+km,51K-60K,46-50
4686,27,Female,IT,Software Engineer,117009,10,1,2,42,1,5,4,24.4,19,0,15–30 km,111K-120K,41-45
4687,57,Other,HR,HR Executive,29606,9,1,1,10,0,3,3,35.9,2,0,30+km,15K-30K,6-10
4688,38,Female,Sales,Sales Associate,114803,8,4,5,10,0,3,2,41.4,10,0,30+km,111K-120K,6-10
4689,43,Other,Sales,Sales Associate,16901,3,0,2,43,1,4,2,46.1,12,1,30+km,15K-30K,41-45
4690,34,Male,Sales,Sales Associate,75115,3,2,1,43,0,2,1,37.6,6,1,30+km,71K-80K,41-45
4691,49,Male,Sales,Sales Associate,78263,2,1,5,19,1,5,2,49.1,24,0,30+km,71K-80K,16-20
4692,55,Other,Sales,Sales Associate,53974,5,2,3,41,1,5,4,3.9,14,0,0–5 km,51K-60K,41-45
4693,52,Other,IT,Software Engineer,45879,6,2,1,35,1,2,1,43.9,25,1,30+km,41K-50K,31-35
4694,58,Female,IT,Software Engineer,57007,10,8,4,29,0,4,1,29.8,11,0,15–30 km,51K-60K,26-30
4695,33,Female,Sales,Sales Associate,65619,5,3,4,57,0,1,3,16.7,6,0,15–30 km,61K-70K,56-60
4696,46,Female,IT,Software Engineer,25126,2,1,5,49,0,1,2,36.4,23,1,30+km,15K-30K,46-50
4697,22,Female,Sales,Sales Associate,21833,4,4,4,10,1,2,2,10.7,15,0,5–15 km,15K-30K,6-10
4698,24,Female,HR,HR Executive,104236,4,1,3,33,1,1,4,31.7,11,1,30+km,101K-110K,31-35
4699,26,Other,Admin,Office Assistant,77149,3,2,3,44,1,3,1,47.6,15,1,30+km,71K-80K,41-45
4700,25,Female,IT,Software Engineer,96647,1,1,2,15,1,2,2,12.9,23,1,5–15 km,91K-100K,11-15
4701,50,Other,HR,HR Executive,73784,8,0,2,56,1,5,1,21.2,11,1,15–30 km,71K-80K,56-60
4702,50,Female,HR,HR Executive,83643,6,3,4,48,0,4,2,37.0,7,0,30+km,81K-90K,46-50
4703,38,Other,Sales,Sales Associate,96218,6,0,4,12,1,2,2,11.6,7,0,5–15 km,91K-100K,11-15
4704,56,Male,HR,HR Executive,114130,6,4,3,11,1,5,3,35.9,0,0,30+km,111K-120K,11-15
4705,57,Other,IT,Software Engineer,116183,4,2,2,27,1,3,3,4.7,23,1,0–5 km,111K-120K,26-30
4706,47,Male,HR,HR Executive,58097,9,0,1,21,0,2,3,19.5,9,1,15–30 km,51K-60K,21-25
4707,36,Male,Sales,Sales Associate,76431,9,2,2,9,1,4,4,19.2,6,1,15–30 km,71K-80K,6-10
4708,57,Male,IT,Software Engineer,108839,2,2,2,31,1,4,1,42.5,7,0,30+km,101K-110K,31-35
4709,60,Male,HR,HR Executive,36378,2,2,3,7,1,3,2,44.0,25,0,30+km,31K-40K,6-10
